Nome,Sexo,Idade,Profissao,Salario,EC
Diego,F,51.0,Diretor (CTO),,Casado
Thiago,F,24.0,Advogado,,Divorciado
Jose,M,,Piloto,20817.57,Solteiro
Rodrigo,F,,Médico,10366.67,Solteiro
Gabriel,M,,Dentista,5754.06,Solteiro
Marcia,M,47.0,Programador,,Divorciado
Diego,F,,Advogado,16069.5,Solteiro
Fatima,F,,Médico,20029.85,Solteiro
Amanda,M,50.0,Engenheiro de Petróleo,,Viúvo
Fabiana,M,20.0,Arquiteto,,Viúvo
Beatriz,F,29.0,Analista de Sistemas,,Divorciado
Eduardo,F,36.0,Engenheiro de Petróleo,,Viúvo
Fernando,F,,Gerente,21423.61,Solteiro
Rafael,M,,Cientista de Dados,13625.03,Divorciado
Bruna,M,,Engenheiro,7437.61,Divorciado
Fernando,F,,Advogado,21574.45,Divorciado
Patricia,M,25.0,Consultor,,Solteiro
Francisca,F,,Analista de Sistemas,17441.83,Viúvo
Juliana,F,43.0,Gerente de Vendas,,Casado
Carla,M,,Cientista de Dados,12960.8,Solteiro
Rodrigo,M,,Farmacêutico,18447.85,Viúvo
Guilherme,F,,Programador,20189.32,Solteiro
Marcos,M,48.0,Cientista de Dados,,Divorciado
Fernanda,F,65.0,Advogado,,Solteiro
Francisca,F,23.0,Diretor (CTO),,Casado
Marcos,F,28.0,Engenheiro,,Solteiro
Luana,M,,Gerente,3012.13,Casado
Juliana,F,22.0,Médico,,Casado
Leandro,M,60.0,Veterinário,,Casado
Bruno,M,,Piloto,19838.91,Solteiro
Adriana,M,58.0,Piloto,,Solteiro
Jose,M,25.0,Farmacêutico,,Solteiro
Rodrigo,F,,Cientista de Dados,4916.99,Viúvo
Fernanda,M,47.0,Médico,,Viúvo
Juliana,F,29.0,Engenheiro,,Divorciado
Eliane,F,,Gerente,21838.21,Solteiro
Rodrigo,F,,Consultor,4875.44,Casado
Fernanda,M,42.0,Consultor,,Solteiro
Francisco,F,19.0,Farmacêutico,,Divorciado
Leonardo,M,62.0,Engenheiro,,Solteiro
Antonio,F,,Diretor Executivo (CEO),12488.09,Divorciado
Aline,M,42.0,Médico,,Viúvo
Marcos,F,,Veterinário,16089.77,Divorciado
Rodrigo,F,25.0,Analista de Sistemas,,Solteiro
Adriana,M,,Diretor (CTO),10816.33,Divorciado
Bruno,M,,Advogado,7875.63,Solteiro
Ana,F,,Veterinário,21010.06,Solteiro
Pedro,M,,Analista de Sistemas,7314.72,Casado
Paulo,F,,Engenheiro de Petróleo,8799.61,Solteiro
Raquel,F,,Gerente de TI,16119.51,Viúvo
Antonio,F,55.0,Gerente de TI,,Casado
José,M,,Cientista de Dados,3048.89,Casado
Ana,F,,Programador,11753.24,Casado
Luciana,M,,Médico,4376.95,Casado
Matheus,M,,Médico,10561.01,Divorciado
Carlos,M,38.0,Diretor (CTO),,Viúvo
João,F,46.0,Gerente,,Solteiro
Carlos,F,,Gerente de Vendas,7370.89,Solteiro
Paulo,M,51.0,Gerente de TI,,Viúvo
Jose,F,22.0,Programador,,Solteiro
Vanessa,M,,Veterinário,14170.56,Solteiro
Aline,F,60.0,Advogado,,Solteiro
Fatima,M,,Gerente de TI,14150.98,Divorciado
Ana Paula,F,,Diretor Executivo (CEO),4636.74,Divorciado
Carla,F,,Arquiteto,13699.64,Casado
Paula,M,,Advogado,6595.19,Viúvo
Rodrigo,F,,Cientista de Dados,11351.74,Divorciado
Fernando,M,57.0,Veterinário,,Solteiro
Gustavo,M,,Engenheiro de Petróleo,22496.42,Divorciado
Ricardo,M,,Farmacêutico,5684.94,Casado
Fatima,M,,Gerente de TI,16964.39,Casado
Adriana,F,36.0,Dentista,,Casado
Beatriz,F,65.0,Médico,,Divorciado
Fernando,F,,Gerente de TI,14228.67,Casado
Camila,F,57.0,Farmacêutico,,Divorciado
Ana Paula,F,,Advogado,6537.5,Casado
Pedro,M,21.0,Engenheiro,,Casado
Patricia,M,63.0,Gerente de Vendas,,Divorciado
João,F,,Piloto,4552.87,Viúvo
Ana Paula,M,,Gerente,6749.44,Solteiro
Gabriela,F,45.0,Engenheiro,,Casado
Gabriela,M,,Engenheiro,7856.54,Viúvo
Carlos,F,37.0,Piloto,,Divorciado
Bruna,M,33.0,Consultor,,Viúvo
Beatriz,F,58.0,Dentista,,Viúvo
Jose,M,57.0,Arquiteto,,Viúvo
Ana,F,,Cientista de Dados,4208.48,Solteiro
Claudia,F,48.0,Veterinário,,Viúvo
Carlos,F,,Arquiteto,7520.57,Solteiro
Leandro,F,24.0,Médico,,Casado
Carla,M,32.0,Engenheiro,,Viúvo
Fernanda,F,39.0,Piloto,,Viúvo
Thiago,M,,Arquiteto,12066.13,Solteiro
Maria,F,,Veterinário,8771.86,Divorciado
Fernanda,M,,Farmacêutico,15132.3,Casado
Vanessa,F,,Gerente de Vendas,9698.09,Solteiro
Gustavo,F,37.0,Médico,,Viúvo
Fernanda,M,,Arquiteto,18857.67,Solteiro
Gabriel,M,,Advogado,7214.87,Casado
Leonardo,M,,Advogado,8685.85,Divorciado
Claudia,F,,Diretor Executivo (CEO),11566.72,Viúvo
Luana,M,,Cientista de Dados,11426.72,Solteiro
Francisca,M,29.0,Gerente,,Solteiro
Carlos,F,63.0,Dentista,,Viúvo
Aline,F,22.0,Gerente de Vendas,,Casado
Maria,F,,Veterinário,6947.19,Casado
Camila,M,,Consultor,14246.22,Viúvo
Ana,M,56.0,Gerente,,Solteiro
Amanda,F,58.0,Dentista,,Viúvo
Carla,F,46.0,Diretor (CTO),,Solteiro
Felipe,M,39.0,Diretor (CTO),,Viúvo
Pedro,M,42.0,Diretor (CTO),,Divorciado
Daniel,F,,Farmacêutico,10770.72,Casado
Francisca,M,35.0,Diretor Executivo (CEO),,Solteiro
Paulo,M,,Cientista de Dados,18023.26,Viúvo
Carla,F,,Cientista de Dados,15603.3,Divorciado
Fatima,F,,Engenheiro de Petróleo,13172.76,Casado
Eduardo,M,59.0,Farmacêutico,,Divorciado
Vanessa,M,48.0,Veterinário,,Divorciado
Joao,F,45.0,Engenheiro,,Casado
Paulo,M,,Engenheiro,3984.42,Casado
Francisco,M,,Gerente de TI,13480.57,Solteiro
Juliana,F,,Advogado,11211.14,Divorciado
Antonio,M,55.0,Cientista de Dados,,Divorciado
Ana Paula,M,59.0,Gerente,,Viúvo
Adriana,F,57.0,Engenheiro,,Casado
Claudia,F,,Diretor (CTO),16056.15,Viúvo
Ana,M,51.0,Médico,,Solteiro
José,M,,Gerente,10042.5,Viúvo
Francisco,M,,Dentista,7565.26,Viúvo
Renata,M,55.0,Cientista de Dados,,Casado
Eduardo,F,62.0,Piloto,,Casado
Ana,F,62.0,Advogado,,Solteiro
Camila,M,53.0,Farmacêutico,,Divorciado
Matheus,F,,Gerente,7494.84,Divorciado
Fatima,M,33.0,Dentista,,Casado
José,F,60.0,Programador,,Divorciado
Rafael,M,,Engenheiro de Petróleo,9957.3,Divorciado
Aline,M,,Programador,3305.59,Divorciado
Leonardo,F,53.0,Consultor,,Viúvo
Fabiana,F,,Piloto,21214.68,Solteiro
Patricia,M,44.0,Gerente de Vendas,,Solteiro
Luana,M,25.0,Consultor,,Casado
Antonio,F,28.0,Farmacêutico,,Casado
Jessica,F,30.0,Engenheiro,,Casado
Camila,M,61.0,Advogado,,Solteiro
Adriana,M,,Advogado,13314.9,Divorciado
Luana,M,32.0,Gerente,,Divorciado
Francisca,M,44.0,Arquiteto,,Solteiro
Eliane,M,,Gerente de Vendas,10017.49,Divorciado
Gustavo,F,,Programador,17049.51,Viúvo
Diego,M,19.0,Cientista de Dados,,Casado
Leonardo,F,,Cientista de Dados,12212.95,Casado
Mariana,M,31.0,Engenheiro de Petróleo,,Casado
Jose,F,,Gerente de TI,12619.13,Casado
Larissa,F,55.0,Gerente,,Casado
Rodrigo,F,59.0,Gerente,,Viúvo
Larissa,F,23.0,Farmacêutico,,Solteiro
Rodrigo,M,19.0,Médico,,Solteiro
Felipe,M,,Engenheiro,,Solteiro
Thiago,M,,Dentista,19521.99,Solteiro
Raquel,F,18.0,Gerente,,Solteiro
Fabiana,M,56.0,Cientista de Dados,,Divorciado
Mariana,M,,Cientista de Dados,18977.6,Casado
Carla,M,44.0,Gerente de TI,,Viúvo
Thiago,F,,Diretor (CTO),9296.89,Casado
Guilherme,F,45.0,Gerente,,Solteiro
Marcia,F,18.0,Consultor,,Divorciado
Bruna,M,49.0,Diretor (CTO),,Divorciado
Fabiana,M,,Gerente de TI,5947.4,Solteiro
Fatima,M,18.0,Diretor Executivo (CEO),,Solteiro
Luiz,F,44.0,Engenheiro de Petróleo,,Casado
Jose,F,65.0,Gerente,,Divorciado
José,F,,Engenheiro de Petróleo,20321.63,Casado
Luana,F,,Gerente,3297.25,Divorciado
Lucas,F,37.0,Consultor,,Divorciado
Luciana,F,,Farmacêutico,15127.4,Casado
Luana,M,,Consultor,7301.31,Viúvo
Gustavo,F,45.0,Arquiteto,,Viúvo
Adriana,M,61.0,Cientista de Dados,,Divorciado
Fatima,F,,Engenheiro,7235.01,Casado
Mariana,M,59.0,Cientista de Dados,,Viúvo
Diego,F,,Programador,,Casado
Gustavo,F,55.0,Cientista de Dados,,Solteiro
Amanda,F,36.0,Gerente,,Casado
Luana,M,44.0,Diretor Executivo (CEO),,Casado
Joao,M,38.0,Cientista de Dados,,Viúvo
Diego,F,32.0,Arquiteto,,Casado
José,F,27.0,Consultor,,Viúvo
Luana,M,,Diretor (CTO),13253.51,Divorciado
Marcelo,F,31.0,Analista de Sistemas,,Casado
Carla,F,63.0,Engenheiro de Petróleo,,Solteiro
Thiago,F,,Analista de Sistemas,19239.24,Divorciado
Diego,M,,Veterinário,15375.27,Viúvo
Leandro,F,,Diretor Executivo (CEO),8274.78,Divorciado
Marcelo,F,,Cientista de Dados,6581.16,Viúvo
Bruna,M,42.0,Cientista de Dados,,Casado
Marcos,F,,Arquiteto,3171.04,Casado
Thiago,M,,Diretor (CTO),12220.64,Viúvo
Guilherme,F,31.0,Médico,,Viúvo
Francisca,M,,Programador,8627.79,Solteiro
Juliana,F,,Médico,7240.37,Divorciado
Francisco,F,32.0,Analista de Sistemas,,Divorciado
Leonardo,F,29.0,Engenheiro,,Viúvo
Leonardo,F,45.0,Programador,,Viúvo
Mariana,M,27.0,Consultor,,Viúvo
Luiz,F,,Engenheiro,19578.55,Divorciado
Antonio,F,,Médico,12215.46,Viúvo
Maria,M,49.0,Engenheiro de Petróleo,,Solteiro
Fernando,M,,Gerente,22049.76,Solteiro
Bruno,M,57.0,Diretor (CTO),,Viúvo
Carla,F,,Gerente,14414.21,Viúvo
Eduardo,M,37.0,Engenheiro,,Viúvo
Jose,M,45.0,Advogado,,Viúvo
José,M,43.0,Engenheiro,,Viúvo
Claudia,F,,Gerente de Vendas,9976.21,Divorciado
Bruno,M,,Farmacêutico,20033.29,Divorciado
Eliane,M,,Gerente,4730.03,Casado
Carlos,F,43.0,Programador,,Divorciado
Raquel,M,,Dentista,6481.01,Solteiro
Lucas,F,,Gerente,20082.7,Viúvo
Vanessa,F,,Gerente,20797.59,Divorciado
Luana,F,,Gerente,18613.84,Casado
Jessica,F,,Diretor Executivo (CEO),13385.99,Divorciado
Fernanda,M,49.0,Programador,,Viúvo
Marcelo,M,,Gerente de TI,20741.17,Casado
Leandro,F,,Advogado,5185.82,Solteiro
Rafael,M,53.0,Programador,,Viúvo
Vanessa,M,52.0,Advogado,,Casado
Amanda,M,,Programador,10697.54,Viúvo
Leandro,F,,Farmacêutico,10968.73,Solteiro
Rafael,M,,Analista de Sistemas,8995.51,Divorciado
Pedro,M,26.0,Engenheiro,,Casado
Patricia,M,25.0,Engenheiro,,Viúvo
João,M,,Engenheiro,5138.64,Divorciado
Rafael,F,,Consultor,6397.19,Divorciado
Eliane,M,20.0,Analista de Sistemas,,Viúvo
Eduardo,M,,Veterinário,13112.45,Divorciado
Francisco,M,62.0,Engenheiro,,Divorciado
Matheus,M,36.0,Farmacêutico,,Divorciado
Rodrigo,M,,Advogado,13909.62,Solteiro
Rafael,F,,Gerente de TI,3587.21,Solteiro
Camila,F,,Veterinário,12430.19,Divorciado
Marcelo,F,,Analista de Sistemas,20959.75,Divorciado
Marcia,M,43.0,Diretor (CTO),,Casado
Luana,M,,Dentista,3097.71,Divorciado
Eduardo,M,60.0,Engenheiro de Petróleo,,Viúvo
Leonardo,F,,Advogado,16288.53,Casado
Fernando,F,,Gerente de TI,20739.03,Divorciado
Juliana,F,38.0,Veterinário,,Divorciado
Raquel,M,33.0,Diretor (CTO),,Viúvo
Gabriel,M,52.0,Gerente de Vendas,,Solteiro
Fatima,F,,Cientista de Dados,8611.95,Solteiro
Eliane,F,,Dentista,10084.53,Viúvo
Bruno,M,23.0,Piloto,,Solteiro
Eduardo,F,,Gerente,3137.52,Casado
Anderson,M,24.0,Engenheiro de Petróleo,,Divorciado
Gabriela,M,,Médico,3812.53,Viúvo
Larissa,F,,Piloto,8555.41,Casado
Bruna,M,22.0,Veterinário,,Solteiro
José,F,,Veterinário,11711.82,Divorciado
Carla,F,53.0,Consultor,,Casado
Bruna,M,,Advogado,16100.39,Viúvo
Adriana,F,,Advogado,17577.03,Viúvo
Carlos,F,,Médico,12478.75,Solteiro
Juliana,M,64.0,Dentista,,Casado
Anderson,M,18.0,Gerente de TI,,Divorciado
Luciana,F,,Veterinário,12403.46,Divorciado
Gustavo,M,,Advogado,17470.27,Casado
Luciana,M,,Gerente,,Divorciado
Ricardo,M,33.0,Consultor,,Divorciado
Antonio,M,,Cientista de Dados,11828.67,Casado
Thiago,M,53.0,Piloto,,Viúvo
Raquel,M,44.0,Gerente,,Casado
Marcelo,F,,Analista de Sistemas,8490.56,Solteiro
Luana,F,47.0,Gerente de TI,,Divorciado
Maria,M,39.0,Advogado,,Viúvo
Anderson,F,20.0,Farmacêutico,,Casado
Rodrigo,M,36.0,Veterinário,,Divorciado
Ana Paula,M,23.0,Advogado,,Divorciado
Marcos,M,,Cientista de Dados,22979.26,Solteiro
Raquel,M,,Dentista,16101.65,Solteiro
Paula,F,,Diretor (CTO),10188.07,Viúvo
Fatima,M,45.0,Médico,,Viúvo
Beatriz,F,22.0,Analista de Sistemas,,Viúvo
Lucas,M,,Consultor,13684.46,Divorciado
Maria,M,,Farmacêutico,17795.34,Viúvo
João,M,38.0,Diretor (CTO),,Casado
Eliane,F,,Engenheiro,5250.03,Divorciado
Bruno,F,,Arquiteto,15322.87,Divorciado
Vanessa,M,,Médico,10598.69,Casado
Rafael,M,53.0,Programador,,Solteiro
Guilherme,F,54.0,Gerente,,Viúvo
Claudia,M,,Arquiteto,20047.07,Solteiro
Thiago,F,,Gerente,13564.76,Viúvo
Francisca,M,43.0,Engenheiro,,Divorciado
Ana Paula,F,,Engenheiro de Petróleo,16129.03,Divorciado
Felipe,F,,Engenheiro,5827.05,Viúvo
Anderson,F,24.0,Consultor,,Viúvo
Felipe,M,,Gerente,6580.9,Solteiro
Raquel,M,34.0,Gerente,,Viúvo
Anderson,F,,Engenheiro,16624.13,Casado
Jessica,F,35.0,Arquiteto,,Viúvo
Fernanda,M,,Farmacêutico,18270.1,Casado
Sandra,M,,Gerente,14873.78,Viúvo
Mariana,F,,Engenheiro,,Viúvo
Luciana,F,24.0,Piloto,,Casado
Fernanda,M,,Veterinário,15714.32,Casado
Guilherme,F,,Cientista de Dados,5679.44,Solteiro
Francisca,F,,Gerente,18812.52,Divorciado
Gabriel,F,,Engenheiro de Petróleo,20699.75,Casado
Gustavo,F,30.0,Cientista de Dados,,Viúvo
Vanessa,F,,Dentista,22152.94,Viúvo
Carlos,F,,Gerente,13289.32,Divorciado
Antonio,M,34.0,Médico,,Viúvo
Aline,F,58.0,Gerente de Vendas,,Solteiro
Maria,M,46.0,Engenheiro,,Divorciado
Gabriel,M,,Gerente de Vendas,5197.91,Divorciado
Anderson,M,60.0,Advogado,,Casado
Joao,F,21.0,Diretor Executivo (CEO),,Casado
Amanda,M,,Veterinário,3295.13,Casado
Carlos,M,,Consultor,4690.09,Divorciado
Rafael,F,,Gerente,3849.59,Casado
Marcos,M,,Gerente de Vendas,13839.54,Casado
Patricia,F,23.0,Diretor Executivo (CEO),,Casado
Paulo,F,40.0,Cientista de Dados,,Viúvo
Renata,F,,Diretor (CTO),16045.19,Divorciado
Rafael,F,61.0,Engenheiro de Petróleo,,Viúvo
Felipe,M,21.0,Analista de Sistemas,,Casado
Ana Paula,F,33.0,Gerente de TI,,Viúvo
Carlos,F,,Veterinário,12654.75,Divorciado
Felipe,M,65.0,Diretor Executivo (CEO),,Divorciado
Claudia,M,,Advogado,4968.96,Solteiro
José,F,42.0,Consultor,,Divorciado
Carla,M,,Piloto,5619.06,Divorciado
Amanda,M,,Gerente de TI,19345.39,Viúvo
Fernanda,M,44.0,Engenheiro de Petróleo,,Casado
Amanda,F,59.0,Piloto,,Viúvo
Fernando,M,40.0,Analista de Sistemas,,Casado
Fatima,M,59.0,Gerente,,Viúvo
Rodrigo,M,,Analista de Sistemas,18072.08,Solteiro
Felipe,M,,Engenheiro,8884.98,Viúvo
Gustavo,F,28.0,Farmacêutico,,Casado
Carla,M,,Farmacêutico,14312.44,Viúvo
Gabriela,F,,Engenheiro,14921.92,Divorciado
Vanessa,F,39.0,Dentista,,Divorciado
Antonio,M,,Engenheiro,11978.92,Divorciado
Marcelo,F,,Programador,5002.83,Solteiro
Gabriela,M,18.0,Engenheiro,,Casado
Paulo,F,34.0,Veterinário,,Casado
Rodrigo,M,,Gerente de Vendas,19899.97,Casado
Fatima,F,,Advogado,22729.05,Divorciado
Gabriela,M,30.0,Gerente,,Casado
Rafael,F,,Gerente de Vendas,7435.56,Solteiro
Gustavo,M,,Programador,12515.6,Divorciado
Bruna,F,,Médico,3323.32,Viúvo
Paulo,M,,Cientista de Dados,18916.36,Solteiro
Lucas,M,,Diretor (CTO),10618.0,Viúvo
José,F,,Piloto,8793.63,Divorciado
Camila,F,,Programador,10580.91,Solteiro
Ricardo,F,51.0,Dentista,,Casado
Paula,M,,Diretor Executivo (CEO),12322.78,Divorciado
Beatriz,F,34.0,Analista de Sistemas,,Divorciado
Gabriela,F,,Gerente de TI,13475.61,Solteiro
Sandra,F,,Cientista de Dados,10369.2,Solteiro
Marcelo,F,,Engenheiro de Petróleo,17987.66,Divorciado
Bruno,F,21.0,Gerente de TI,,Viúvo
Camila,F,,Gerente,8866.78,Viúvo
Paulo,M,32.0,Cientista de Dados,,Solteiro
Ana Paula,F,20.0,Consultor,,Solteiro
Jose,M,32.0,Gerente,,Solteiro
Ana Paula,F,41.0,Farmacêutico,,Viúvo
Gustavo,F,,Arquiteto,11363.37,Solteiro
Leonardo,M,52.0,Consultor,,Solteiro
Francisco,M,59.0,Engenheiro,,Solteiro
Leandro,F,58.0,Diretor (CTO),,Solteiro
Vanessa,F,29.0,Gerente de TI,,Divorciado
João,M,,Engenheiro,7700.76,Casado
Maria,F,25.0,Consultor,,Viúvo
Diego,M,33.0,Dentista,,Divorciado
Luana,M,35.0,Médico,,Casado
Felipe,M,,Gerente,10915.68,Solteiro
Gabriela,M,57.0,Gerente de TI,,Viúvo
Maria,M,,Médico,7403.97,Solteiro
Jose,F,18.0,Arquiteto,,Casado
Thiago,F,,Diretor (CTO),,Solteiro
Camila,M,,Gerente de TI,22695.21,Viúvo
José,M,,Engenheiro,13926.95,Casado
Anderson,F,,Advogado,18769.53,Divorciado
Patricia,F,,Advogado,4184.12,Solteiro
Beatriz,F,51.0,Arquiteto,,Solteiro
Francisco,M,,Engenheiro de Petróleo,18654.62,Viúvo
Gustavo,M,40.0,Advogado,,Solteiro
Adriana,F,,Consultor,3524.46,Viúvo
Claudia,F,,Farmacêutico,14288.97,Viúvo
Thiago,F,,Consultor,20109.4,Divorciado
Bruna,M,,Diretor (CTO),17892.23,Viúvo
Guilherme,M,,Gerente de Vendas,15014.65,Solteiro
Eduardo,M,,Engenheiro,15452.45,Solteiro
Gabriel,M,,Gerente de Vendas,11275.25,Casado
Paula,F,44.0,Cientista de Dados,,Viúvo
Rodrigo,M,,Diretor (CTO),19095.61,Casado
Francisca,F,21.0,Engenheiro,,Divorciado
Renata,F,,Diretor Executivo (CEO),21443.98,Viúvo
Guilherme,F,30.0,Diretor (CTO),,Casado
Jose,F,,Gerente,21142.04,Viúvo
Mariana,F,,Farmacêutico,4629.82,Viúvo
Diego,F,40.0,Analista de Sistemas,,Viúvo
Paula,M,18.0,Veterinário,,Divorciado
Marcos,M,50.0,Gerente de TI,,Casado
Eliane,F,,Veterinário,19846.47,Viúvo
Vanessa,F,,Gerente,10117.66,Casado
Guilherme,F,,Farmacêutico,19592.08,Divorciado
Ricardo,M,,Diretor Executivo (CEO),22025.93,Solteiro
Rodrigo,F,18.0,Engenheiro,,Solteiro
Jose,F,,Gerente,7506.54,Casado
Larissa,F,27.0,Programador,,Casado
Carla,F,,Diretor (CTO),12056.84,Divorciado
Eliane,M,35.0,Gerente,,Casado
Francisca,M,,Diretor (CTO),7478.14,Viúvo
Gustavo,M,,Consultor,3084.95,Viúvo
Matheus,M,,Cientista de Dados,8531.28,Viúvo
Renata,F,49.0,Dentista,,Solteiro
Ana,M,61.0,Gerente de TI,,Solteiro
Eduardo,M,,Programador,6343.45,Solteiro
Amanda,F,35.0,Gerente de TI,,Viúvo
Fabiana,M,50.0,Arquiteto,,Viúvo
Luana,M,46.0,Gerente de TI,,Divorciado
Paula,F,62.0,Dentista,,Solteiro
Diego,F,,Médico,16409.18,Divorciado
Pedro,M,36.0,Veterinário,,Divorciado
Paulo,M,35.0,Arquiteto,,Viúvo
Jessica,M,,Gerente,11197.82,Viúvo
Raquel,M,63.0,Diretor (CTO),,Solteiro
Matheus,M,,Diretor (CTO),22686.5,Solteiro
Luana,F,26.0,Engenheiro de Petróleo,,Viúvo
Guilherme,M,52.0,Piloto,,Viúvo
Guilherme,F,41.0,Gerente de TI,,Divorciado
Eduardo,F,42.0,Engenheiro,,Casado
Joao,M,,Gerente de TI,10712.81,Casado
Vanessa,M,42.0,Veterinário,,Casado
Gabriela,F,,Piloto,15995.16,Solteiro
Jessica,M,,Cientista de Dados,5457.16,Casado
Guilherme,M,,Advogado,4814.06,Divorciado
Marcelo,F,58.0,Veterinário,,Casado
Diego,M,,Arquiteto,21916.63,Viúvo
Gustavo,M,,Piloto,17974.15,Solteiro
Juliana,M,32.0,Consultor,,Solteiro
Larissa,F,,Gerente,16333.86,Viúvo
Bruno,F,53.0,Gerente,,Divorciado
Rodrigo,M,,Dentista,10705.77,Solteiro
Jose,M,56.0,Analista de Sistemas,,Casado
Bruno,F,62.0,Gerente,,Viúvo
Amanda,F,25.0,Gerente,,Divorciado
Fabiana,F,,Gerente,9965.82,Viúvo
Luiz,F,,Dentista,15449.71,Viúvo
Carlos,M,,Diretor (CTO),18435.51,Casado
Renata,M,,Programador,20252.76,Viúvo
Diego,M,,Dentista,11368.12,Viúvo
Adriana,F,,Dentista,14242.46,Casado
Gabriel,F,27.0,Dentista,,Viúvo
Gabriela,F,26.0,Gerente de Vendas,,Solteiro
Gustavo,F,,Advogado,16254.28,Divorciado
Sandra,F,46.0,Gerente de Vendas,,Viúvo
Aline,M,,Diretor (CTO),7353.54,Casado
Eliane,F,,Advogado,4907.45,Casado
Sandra,F,,Farmacêutico,17085.71,Viúvo
Raquel,M,53.0,Cientista de Dados,,Casado
Antonio,F,,Gerente,15775.0,Viúvo
Amanda,M,26.0,Consultor,,Viúvo
Aline,M,,Gerente,10822.33,Solteiro
Eduardo,F,51.0,Programador,,Viúvo
Marcos,F,55.0,Advogado,,Casado
Matheus,F,31.0,Programador,,Viúvo
Fatima,F,42.0,Gerente de TI,,Solteiro
Aline,M,36.0,Diretor Executivo (CEO),,Divorciado
Juliana,M,53.0,Cientista de Dados,,Viúvo
Marcos,M,,Programador,5409.43,Divorciado
Ana Paula,M,,Dentista,21217.28,Casado
Diego,F,19.0,Programador,,Divorciado
Guilherme,M,43.0,Farmacêutico,,Casado
Lucas,M,57.0,Diretor (CTO),,Viúvo
José,M,59.0,Dentista,,Solteiro
Maria,M,62.0,Diretor (CTO),,Divorciado
Renata,M,53.0,Gerente de Vendas,,Solteiro
Marcelo,F,,Piloto,4994.66,Viúvo
Aline,M,24.0,Gerente,,Viúvo
Fernanda,M,,Médico,7882.85,Casado
Paulo,M,57.0,Médico,,Solteiro
Daniel,F,33.0,Gerente de Vendas,,Divorciado
Paula,F,32.0,Diretor Executivo (CEO),,Casado
Carla,F,,Engenheiro de Petróleo,7253.95,Solteiro
Lucas,M,51.0,Arquiteto,,Casado
Amanda,F,,Gerente,7760.05,Divorciado
Antonio,M,,Programador,10438.55,Viúvo
Diego,F,63.0,Gerente,,Viúvo
Rafael,F,58.0,Piloto,,Solteiro
Bruna,F,,Diretor Executivo (CEO),15706.87,Divorciado
Marcia,F,,Gerente de Vendas,4047.62,Divorciado
Camila,F,27.0,Analista de Sistemas,,Solteiro
Daniel,F,46.0,Farmacêutico,,Solteiro
Paulo,M,47.0,Cientista de Dados,,Solteiro
Francisco,M,25.0,Dentista,,Viúvo
Renata,F,,Gerente de TI,19752.51,Solteiro
Mariana,M,,Arquiteto,4767.15,Casado
Fabiana,F,44.0,Farmacêutico,,Casado
Amanda,F,,Veterinário,5568.78,Viúvo
Bruna,M,,Engenheiro de Petróleo,7216.68,Solteiro
Thiago,F,27.0,Engenheiro,,Viúvo
Joao,F,34.0,Farmacêutico,,Solteiro
Eliane,M,40.0,Gerente de Vendas,,Divorciado
Guilherme,M,61.0,Analista de Sistemas,,Divorciado
Felipe,M,,Diretor (CTO),7604.11,Divorciado
Raquel,M,23.0,Analista de Sistemas,,Solteiro
Vanessa,F,,Piloto,11323.85,Divorciado
José,F,55.0,Arquiteto,,Casado
Thiago,F,26.0,Gerente de Vendas,,Viúvo
Pedro,M,,Analista de Sistemas,9942.1,Divorciado
Bruno,M,24.0,Dentista,,Casado
Marcos,F,40.0,Programador,,Solteiro
Claudia,F,,Diretor Executivo (CEO),,Casado
Camila,M,18.0,Programador,,Viúvo
Vanessa,F,32.0,Gerente de Vendas,,Divorciado
Bruna,F,,Diretor (CTO),14668.2,Divorciado
Eduardo,F,53.0,Veterinário,,Divorciado
Fernando,M,,Gerente de TI,8435.33,Viúvo
Ricardo,F,,Gerente de Vendas,16624.26,Viúvo
Fatima,M,20.0,Consultor,,Casado
Beatriz,F,43.0,Piloto,,Casado
Gabriela,M,,Veterinário,21792.33,Divorciado
Anderson,F,,Engenheiro de Petróleo,19583.49,Solteiro
Claudia,F,,Gerente,15557.12,Viúvo
Francisca,F,24.0,Analista de Sistemas,,Casado
Francisca,F,,Piloto,9213.7,Solteiro
Marcos,M,32.0,Dentista,,Solteiro
Beatriz,F,,Engenheiro,14417.75,Divorciado
Patricia,M,57.0,Diretor Executivo (CEO),,Casado
Marcos,M,20.0,Arquiteto,,Casado
Larissa,M,,Médico,21591.07,Viúvo
Francisca,M,28.0,Gerente de TI,,Casado
Rafael,M,42.0,Engenheiro de Petróleo,,Divorciado
Fernanda,F,35.0,Gerente de TI,,Solteiro
Francisco,F,,Diretor (CTO),3315.36,Solteiro
Patricia,F,,Gerente de TI,7839.15,Viúvo
Bruna,F,,Programador,11814.64,Casado
Aline,F,42.0,Diretor Executivo (CEO),,Divorciado
Jose,M,,Analista de Sistemas,8680.64,Divorciado
Matheus,F,,Gerente,9592.02,Divorciado
Ana,M,60.0,Gerente de Vendas,,Divorciado
Daniel,M,,Piloto,17521.54,Casado
Rafael,F,40.0,Engenheiro de Petróleo,,Casado
Rodrigo,F,19.0,Gerente de Vendas,,Solteiro
Larissa,F,35.0,Diretor (CTO),,Viúvo
Marcelo,M,29.0,Diretor Executivo (CEO),,Divorciado
Fernanda,M,35.0,Analista de Sistemas,,Viúvo
